1; Draft.Scratch_smt_check_7_25800; 2026-04-10 13:44:36.525;
bind: 206000,304000,393000,496000,457000,
cong: 253000,196000,197000,207000,
refl: 62000,
trans: 286000,290000,415000,345000,374000,
or_pos: 297000,614000,449000,376000,
and_pos: 343000,
parsing: 13783000,
aci_simp: 2005000,
equiv_pos2: 167000,162000,278000,341000,
reordering: 354000,476000,803000,815000,377000,
resolution: 176000,231000,261000,331000,312000,391000,442000,484000,458000,344000,464000,442000,492000,
forall_inst: 1267000,1567000,1563000,5792000,
__normalized_input: 2320000,4675000,5962000,1824000,5551000,909000,979000,
rare_rewrite_bool-impl-elim: 20551000,12062000,12344000,
rare_rewrite_bool-impl-false1: 12345000,16847000,
rare_rewrite_bool-and-de-morgan: 12543000,12210000,
rare_rewrite_bool-double-not-elim: 310000,

