1; Draft.Scratch_smt_check_7_23757; 2026-04-10 13:49:35.907;
bind: 271000,283000,249000,224000,270000,
cong: 98000,118000,65000,54000,58000,150000,143000,98000,116000,
refl: 31000,36000,44000,
trans: 236000,179000,205000,
choice: 62000,
or_neg: 138000,157000,166000,156000,
or_pos: 256000,249000,
and_pos: 142000,180000,
parsing: 8349000,
aci_simp: 1219000,
equiv_pos2: 67000,145000,172000,159000,105000,90000,37000,67000,
reordering: 173000,320000,304000,336000,188000,195000,282000,242000,
resolution: 180000,230000,249000,335000,184000,202000,216000,289000,177000,181000,165000,282000,249000,251000,309000,252000,294000,304000,259000,309000,
sko_forall: 1000000,
contraction: 218000,
forall_inst: 842000,807000,730000,768000,800000,
__normalized_input: 13540000,12356000,6509000,4584000,2845000,1797000,1769000,686000,
rare_rewrite_bool-impl-elim: 6339000,6047000,6145000,
rare_rewrite_bool-and-de-morgan: 5868000,
rare_rewrite_bool-double-not-elim: 158000,

