1; Draft.Scratch_smt_check_7_22333; 2026-04-10 13:49:31.233;
bind: 980000,497000,283000,262000,241000,
cong: 401000,292000,228000,218000,182000,99000,57000,148000,107000,83000,63000,57000,165000,75000,61000,62000,
refl: 85000,371000,45000,
symm: 110000,
false: 21000,
trans: 378000,826000,657000,658000,530000,534000,469000,431000,372000,246000,206000,223000,
equiv2: 163000,119000,
or_pos: 399000,217000,441000,248000,254000,
implies: 188000,
not_not: 141000,
parsing: 19865000,
aci_simp: 2679000,2060000,1093000,
evaluate: 244000,
subproof: 1308000,
equiv_pos1: 51000,
equiv_pos2: 697000,142000,169000,151000,211000,47000,37000,
not_equiv1: 125000,
reordering: 509000,254000,715000,327000,325000,223000,262000,
resolution: 228000,303000,327000,728000,1269000,667000,364000,417000,371000,403000,483000,199000,231000,304000,231000,287000,291000,160000,192000,186000,255000,193000,196000,316000,325000,318000,214000,230000,
contraction: 284000,
forall_inst: 1846000,1375000,782000,852000,758000,808000,774000,
implies_neg1: 244000,
implies_neg2: 235000,
__local_input: 76000,
equiv_simplify: 245000,185000,
__normalized_input: 10852000,10156000,9122000,8056000,4867000,1938000,503000,538000,447000,451000,427000,426000,839000,
rare_rewrite_eq-symm: 131000,112000,103000,
rare_rewrite_bool-impl-elim: 12270000,8446000,6012000,
rare_rewrite_bool-and-de-morgan: 11040000,11233000,11421000,11987000,13649000,5745000,

