1; Draft.Scratch_smt_check_7_15898; 2026-04-10 13:49:30.821;
bind: 374000,302000,257000,342000,317000,
cong: 176000,159000,185000,160000,
refl: 51000,56000,
trans: 207000,225000,223000,238000,
or_pos: 186000,257000,
implies: 249000,
parsing: 10538000,
aci_simp: 1109000,1091000,
subproof: 1560000,
equiv_pos2: 252000,119000,131000,246000,112000,
not_equiv2: 127000,
reordering: 468000,207000,323000,434000,
resolution: 285000,251000,252000,361000,288000,175000,200000,221000,286000,413000,475000,296000,307000,238000,351000,
contraction: 368000,
forall_inst: 951000,759000,855000,835000,
implies_neg1: 342000,
implies_neg2: 317000,
__local_input: 162000,
__normalized_input: 7365000,3687000,481000,451000,460000,685000,
rare_rewrite_bool-impl-elim: 6154000,6097000,6287000,
rare_rewrite_bool-and-de-morgan: 6124000,6485000,

