1; Draft.Scratch_smt_check_7_25621; 2026-04-10 13:43:17.277;
bind: 193000,188000,165000,209000,
cong: 131000,
symm: 123000,99000,
trans: 176000,
and_neg: 416000,
and_pos: 220000,240000,269000,
implies: 267000,
parsing: 2283000,
subproof: 5140000,
equiv_pos2: 124000,129000,145000,133000,
reordering: 553000,808000,
resolution: 325000,289000,209000,290000,227000,309000,642000,438000,441000,1061000,248000,318000,219000,414000,333000,
contraction: 399000,470000,
forall_inst: 1301000,1120000,1172000,1162000,1148000,1319000,
implies_neg1: 417000,
implies_neg2: 310000,
__local_input: 23000,22000,53000,
__normalized_input: 2753000,6280000,977000,849000,
rare_rewrite_eq-symm: 131000,139000,128000,157000,

