1; Draft.Scratch_smt_check_7_9532; 2026-04-10 13:49:59.084;
bind: 318000,356000,
cong: 126000,127000,152000,114000,51000,108000,83000,95000,60000,62000,102000,157000,117000,153000,118000,80000,69000,67000,92000,263000,
refl: 29000,21000,25000,29000,
symm: 136000,148000,216000,126000,172000,144000,
false: 15000,
trans: 240000,305000,693000,
equiv2: 298000,138000,
implies: 366000,
not_not: 268000,
parsing: 5517000,
evaluate: 340000,
subproof: 2645000,
equiv_pos2: 161000,195000,325000,54000,
resolution: 231000,234000,266000,507000,434000,252000,495000,318000,294000,497000,533000,569000,443000,237000,
contraction: 517000,
forall_inst: 1135000,1680000,1756000,
implies_neg1: 335000,
implies_neg2: 479000,
__local_input: 231000,
equiv_simplify: 472000,210000,
__normalized_input: 17118000,15534000,6600000,15794000,2605000,1008000,1448000,
rare_rewrite_eq-symm: 280000,293000,

