1; Draft.Scratch_smt_check_7_32415; 2026-04-10 13:50:29.500;
bind: 285000,366000,225000,237000,
cong: 214000,114000,102000,72000,
refl: 39000,39000,22000,
symm: 131000,136000,
false: 12000,
trans: 171000,182000,236000,156000,
equiv2: 170000,176000,
or_pos: 280000,274000,339000,242000,
not_not: 152000,
parsing: 8042000,
aci_simp: 1136000,
evaluate: 228000,
equiv_pos2: 176000,200000,129000,128000,38000,
reordering: 340000,412000,538000,325000,
resolution: 119000,163000,180000,276000,354000,305000,201000,246000,334000,227000,256000,280000,174000,217000,268000,284000,244000,
forall_inst: 944000,861000,881000,822000,
equiv_simplify: 285000,237000,
__normalized_input: 16186000,16243000,14153000,605000,603000,646000,14003000,1194000,
rare_rewrite_bool-impl-elim: 6047000,6294000,6163000,6004000,
rare_rewrite_bool-and-de-morgan: 5934000,
rare_rewrite_bool-double-not-elim: 128000,

