1; Draft.Scratch_smt_check_7_19533; 2026-04-10 13:50:29.345;
bind: 237000,277000,257000,267000,
cong: 95000,75000,121000,101000,66000,70000,100000,78000,105000,66000,71000,
refl: 23000,19000,21000,
symm: 81000,94000,
trans: 236000,175000,237000,
or_pos: 233000,
implies: 213000,
parsing: 4975000,
subproof: 1443000,
equiv_pos2: 146000,73000,137000,
reordering: 280000,
resolution: 247000,279000,229000,280000,361000,392000,267000,323000,
contraction: 311000,
forall_inst: 810000,
implies_neg1: 465000,
implies_neg2: 281000,
__local_input: 101000,
__normalized_input: 2164000,1337000,948000,1163000,
rare_rewrite_bool-impl-elim: 6155000,6298000,
rare_rewrite_bool-double-not-elim: 165000,

