1; Draft.Scratch_smt_check_7_16000; 2026-04-10 13:46:45.787;
bind: 196000,221000,207000,11824000,437000,
cong: 76000,50000,120000,51000,127000,62000,207000,168000,121000,
refl: 20000,26000,374000,20000,25000,34000,55000,36000,
symm: 73000,194000,228000,
trans: 94000,170000,179000,185000,146000,79000,206000,174000,187000,169000,201000,261000,283000,
equiv1: 177000,
equiv2: 94000,
or_pos: 305000,
implies: 214000,
not_not: 106000,
parsing: 6764000,
aci_simp: 936000,1082000,1878000,
evaluate: 195000,
onepoint: 1050000,
qnt_join: 223000,
subproof: 1935000,
equiv_pos2: 323000,
not_equiv1: 149000,
not_equiv2: 87000,
reordering: 453000,
resolution: 138000,156000,139000,178000,146000,202000,195000,233000,411000,414000,325000,
contraction: 319000,
forall_inst: 1225000,1165000,
implies_neg1: 252000,
implies_neg2: 243000,
__local_input: 52000,
qnt_rm_unused: 300000,1262000,
equiv_simplify: 174000,347000,
__normalized_input: 1098000,1120000,1036000,
rare_rewrite_eq-refl: 77000,
rare_rewrite_eq-symm: 92000,142000,
rare_rewrite_or-not-refl: 6026000,
rare_rewrite_bool-impl-elim: 11316000,
rare_rewrite_bool-and-de-morgan: 11036000,

