1; Draft.Scratch_smt_check_7_31124; 2026-04-10 13:46:45.739;
bind: 193000,230000,192000,447000,426000,
cong: 67000,58000,43000,130000,55000,123000,62000,254000,179000,123000,
refl: 15000,16000,26000,345000,18000,21000,34000,58000,38000,
symm: 73000,190000,265000,
trans: 107000,194000,183000,197000,142000,82000,210000,177000,193000,182000,252000,287000,292000,
equiv1: 179000,
equiv2: 94000,
or_pos: 328000,
implies: 200000,
not_not: 114000,
parsing: 6649000,
aci_simp: 931000,1097000,2059000,
evaluate: 197000,
onepoint: 1079000,
qnt_join: 237000,
subproof: 2108000,
equiv_pos2: 268000,
not_equiv1: 146000,
not_equiv2: 93000,
reordering: 357000,
resolution: 142000,153000,146000,186000,134000,213000,202000,249000,389000,406000,322000,
contraction: 324000,
forall_inst: 1527000,1170000,
implies_neg1: 258000,
implies_neg2: 267000,
__local_input: 52000,
qnt_rm_unused: 322000,13691000,
equiv_simplify: 178000,337000,
__normalized_input: 1119000,1167000,938000,
rare_rewrite_eq-refl: 78000,
rare_rewrite_eq-symm: 87000,146000,
rare_rewrite_or-not-refl: 6103000,
rare_rewrite_bool-impl-elim: 11759000,
rare_rewrite_bool-and-de-morgan: 12197000,

