1; Draft.Scratch_smt_check_7_21317; 2026-04-10 13:44:25.826;
bind: 487000,411000,418000,406000,
cong: 138000,209000,166000,109000,187000,310000,
refl: 46000,53000,53000,
symm: 144000,
false: 18000,
trans: 166000,268000,266000,251000,245000,
equiv2: 178000,155000,
or_neg: 251000,257000,274000,241000,
or_pos: 277000,302000,359000,290000,305000,328000,
not_and: 264000,
not_not: 155000,
parsing: 30626000,
aci_simp: 1910000,1684000,1778000,
evaluate: 337000,
equiv_pos2: 434000,295000,186000,209000,298000,244000,71000,
reordering: 291000,430000,472000,358000,317000,376000,427000,
resolution: 153000,218000,251000,348000,332000,240000,300000,393000,385000,465000,297000,403000,283000,331000,409000,715000,2449000,327000,230000,290000,315000,467000,283000,353000,460000,
contraction: 625000,
forall_inst: 1324000,1322000,1392000,1247000,1352000,1416000,
equiv_simplify: 287000,338000,
__normalized_input: 1608000,1352000,1076000,1036000,847000,1061000,
rare_rewrite_bool-impl-elim: 11554000,11239000,11424000,22766000,
rare_rewrite_bool-and-de-morgan: 11325000,
rare_rewrite_bool-double-not-elim: 149000,136000,122000,138000,

