1; Draft.Scratch_smt_check_7_9568; 2026-04-10 13:41:33.047;
bind: 361000,361000,283000,324000,
or_pos: 291000,245000,309000,
implies: 199000,
parsing: 3984000,
subproof: 2392000,
equiv_pos2: 272000,257000,183000,248000,
reordering: 357000,289000,314000,
resolution: 383000,369000,283000,243000,320000,422000,285000,296000,355000,440000,471000,288000,382000,
contraction: 391000,
forall_inst: 1243000,1139000,1199000,
implies_neg1: 314000,
implies_neg2: 282000,
not_implies1: 84000,
not_implies2: 89000,
__local_input: 75000,
__normalized_input: 1211000,973000,863000,865000,
rare_rewrite_bool-impl-elim: 10850000,10959000,10931000,10683000,

