1; Draft.Scratch_smt_check_7_5943; 2026-04-10 13:45:45.357;
bind: 259000,353000,712000,700000,434000,
cong: 70000,49000,150000,230000,394000,274000,222000,
refl: 17000,92000,44000,181000,196000,
symm: 53000,73000,323000,
trans: 167000,192000,178000,188000,262000,265000,319000,358000,584000,453000,505000,340000,
equiv1: 286000,
or_pos: 538000,
parsing: 26048000,
aci_simp: 1004000,11596000,1901000,2432000,
equiv_pos2: 46000,34000,268000,569000,
reordering: 877000,
resolution: 200000,161000,176000,216000,216000,608000,544000,
forall_inst: 1599000,
qnt_rm_unused: 464000,990000,
connective_def: 500000,
miniscope_split: 316000,
__normalized_input: 2423000,1376000,904000,793000,957000,828000,
rare_rewrite_bool-eq-false: 5860000,
rare_rewrite_bool-impl-elim: 11533000,12412000,
rare_rewrite_bool-and-de-morgan: 11498000,11317000,11983000,

