1; Draft.Scratch_smt_check_7_4987; 2026-04-10 13:50:45.560;
bind: 635000,332000,995000,590000,
cong: 273000,152000,413000,246000,450000,275000,
refl: 170000,61000,104000,258000,90000,
trans: 574000,507000,213000,234000,938000,895000,728000,453000,
or_pos: 559000,1099000,543000,932000,
implies: 1219000,
parsing: 15250000,
aci_simp: 1709000,1469000,2837000,2608000,
subproof: 3642000,
equiv_pos2: 326000,208000,1732000,282000,
reordering: 368000,1494000,1617000,643000,1487000,
resolution: 282000,459000,482000,547000,259000,339000,401000,1792000,1429000,728000,985000,781000,700000,611000,618000,
contraction: 1730000,
forall_inst: 1504000,1261000,2260000,1711000,
implies_neg1: 1453000,
implies_neg2: 1829000,
__local_input: 397000,
__normalized_input: 1851000,2257000,1164000,1195000,1209000,2666000,
rare_rewrite_bool-impl-elim: 9340000,7837000,14776000,13373000,
rare_rewrite_bool-and-de-morgan: 8068000,7799000,13892000,12843000,

