rule,count,total,mean,min,first_quartile,median,third_quartile,max
rare_rewrite_bool-impl-elim,3715,36713783000,9882579.542395692,5812000,6415000,10968000,11941000,23351000
parsing,1922,36551739000,19017554.11030177,156000,3272500,11504500,25972750,101464000
rare_rewrite_bool-and-de-morgan,4082,34054180000,8342523.272905438,5578000,6115000,6740500,11475750,14600000
__normalized_input,9366,18987957000,2027328.3151825753,755000,995000,1325500,2503000,7286000
resolution,52133,18212860000,349353.76824660006,156000,236000,312000,421000,935000
poly_simp,3794,10225994000,2695306.800210859,1517000,1792000,2432000,3278000,6378000
forall_inst,8301,8818033000,1062285.6282375618,644000,754000,1069000,1325000,1772000
subproof,4505,7991364000,1773887.680355161,1020000,1158000,1780000,2179000,3567000
aci_simp,5364,7728049000,1440725.018642804,924000,1043000,1238000,1873000,2442000
rare_rewrite_arith-elim-lt,888,7543073000,8494451.576576577,5562000,6117500,6881500,11291250,19053000
trans,27603,7334276000,265705.75662065716,101000,171000,236000,327000,671000
cong,36726,6194858000,168677.72150520066,57000,101000,144000,211000,483000
rare_rewrite_bool-impl-false1,651,5453551000,8377190.476190476,5470000,6118500,6810000,11517000,15650000
rare_rewrite_arith-elim-leq,643,5398003000,8395027.99377916,5564000,6024000,6731000,11399500,14046000
reordering,8559,4229877000,494202.24325271643,176000,283000,403000,603000,1924000
bind,12912,4193122000,324746.1276332094,150000,226000,298000,395000,699000
rare_rewrite_or-not-refl,497,4111295000,8272223.340040241,5900000,6335000,6843000,11415000,13185000
rare_rewrite_bool-eq-false,417,3993106000,9575793.764988009,5720000,6293000,9407000,11566000,23427000
contraction,7885,3776048000,478890.0443880786,177000,281000,396000,585000,1605000
equiv_pos2,15470,3567844000,230629.86425339367,55000,125000,196000,300000,691000
and_pos,6218,2790253000,448738.01865551627,97000,182000,289000,515000,2565000
poly_simp_rel,1944,2674338000,1375688.2716049382,932000,1019000,1151500,1820000,2264000
implies_neg1,4510,1980778000,439196.8957871397,143000,254000,363000,542000,1532000
la_generic,165,1881776000,11404703.030303031,5180000,7977000,9872000,14031000,26257000
or_neg,6228,1765995000,283557.3217726397,131000,181000,243000,332000,881000
implies_neg2,4508,1746710000,387468.9440993789,132000,231000,327500,480000,1174000
hole,2,1619841000,809920500,776074000,792997250,809920500,826843750,843767000
