1; Draft.Scratch_smt_check_7_17737; 2026-04-10 13:46:10.125;
bind: 326000,462000,490000,631000,548000,
cong: 103000,86000,67000,52000,56000,87000,123000,121000,154000,112000,95000,106000,106000,167000,175000,116000,97000,88000,108000,441000,192000,
refl: 15000,16000,33000,30000,28000,29000,30000,24000,32000,
trans: 261000,270000,463000,
or_pos: 330000,405000,
implies: 422000,
parsing: 26147000,
subproof: 2745000,
equiv_pos2: 397000,369000,139000,421000,618000,
reordering: 429000,528000,
resolution: 209000,313000,386000,290000,378000,445000,389000,561000,759000,682000,404000,466000,
contraction: 711000,
forall_inst: 1361000,1434000,
implies_neg1: 612000,
implies_neg2: 528000,
__local_input: 168000,
__normalized_input: 10850000,14130000,7847000,905000,1025000,
rare_rewrite_eq-symm: 283000,
rare_rewrite_bool-impl-elim: 12386000,11608000,12000000,

