1; Draft.Scratch_smt_check_7_711; 2026-04-10 13:47:34.712;
bind: 355000,305000,374000,538000,
cong: 88000,166000,635000,227000,168000,143000,81000,95000,85000,230000,264000,223000,121000,141000,121000,931000,568000,399000,293000,284000,195000,
refl: 63000,90000,90000,52000,61000,
trans: 107000,130000,205000,243000,241000,98000,114000,99000,242000,242000,190000,212000,165000,569000,574000,214000,
or_neg: 320000,345000,408000,
or_pos: 671000,
implies: 328000,
parsing: 18272000,
subproof: 1247000,
poly_simp: 1807000,2321000,1855000,2279000,2613000,1890000,3945000,4210000,3171000,3235000,5148000,3088000,
equiv_pos2: 56000,82000,155000,136000,500000,228000,463000,1245000,
reordering: 452000,1025000,
resolution: 217000,232000,353000,239000,308000,597000,851000,308000,346000,505000,670000,627000,318000,334000,
contraction: 586000,561000,
forall_inst: 1729000,
implies_neg1: 874000,
implies_neg2: 538000,
__local_input: 206000,
poly_simp_rel: 1050000,991000,1072000,947000,974000,1005000,1812000,1781000,1873000,1922000,
__normalized_input: 15592000,7111000,1023000,1280000,
rare_rewrite_eq-symm: 551000,582000,
rare_rewrite_arith-elim-lt: 6273000,6255000,5902000,6693000,10809000,10931000,11703000,
rare_rewrite_arith-elim-leq: 5880000,6189000,
rare_rewrite_bool-impl-elim: 6211000,23341000,
rare_rewrite_bool-double-not-elim: 218000,115000,115000,

