1; Draft.Scratch_smt_check_7_29796; 2026-04-10 13:47:25.465;
bind: 530000,475000,508000,471000,
cong: 194000,191000,393000,196000,
trans: 436000,424000,
or_pos: 427000,
implies: 455000,
parsing: 8757000,
subproof: 2954000,
equiv_pos1: 100000,
equiv_pos2: 89000,348000,357000,529000,
reordering: 395000,532000,475000,
resolution: 383000,278000,290000,331000,399000,479000,521000,662000,675000,463000,470000,
contraction: 640000,
forall_inst: 1260000,1536000,
implies_neg1: 617000,
implies_neg2: 551000,
__local_input: 226000,
__normalized_input: 5174000,2555000,966000,1183000,941000,
rare_rewrite_eq-symm: 309000,347000,289000,
rare_rewrite_bool-impl-elim: 11889000,11829000,

