1; Draft.Scratch_smt_check_7_27402; 2026-04-10 13:42:47.763;
bind: 558000,565000,606000,593000,380000,
cong: 75000,227000,117000,276000,97000,86000,244000,132000,238000,115000,87000,428000,279000,215000,201000,220000,
refl: 20000,82000,76000,79000,82000,
symm: 103000,
false: 13000,
trans: 93000,10881000,322000,351000,176000,453000,329000,338000,179000,
choice: 67000,
equiv2: 86000,125000,
or_neg: 223000,314000,255000,199000,
or_pos: 374000,
implies: 427000,
not_not: 161000,
parsing: 9621000,
aci_simp: 1978000,2114000,
evaluate: 271000,
subproof: 3179000,
equiv_pos2: 1092000,446000,618000,317000,242000,243000,54000,
reordering: 345000,547000,
resolution: 93000,133000,140000,199000,271000,333000,549000,666000,777000,423000,482000,265000,241000,456000,487000,381000,476000,252000,282000,
sko_forall: 2082000,
contraction: 651000,429000,
forall_inst: 1412000,
implies_neg1: 580000,
implies_neg2: 515000,
__local_input: 138000,
equiv_simplify: 148000,258000,
__normalized_input: 2190000,810000,1061000,
rare_rewrite_eq-symm: 119000,110000,203000,123000,
rare_rewrite_bool-impl-elim: 11808000,12631000,11663000,
rare_rewrite_bool-and-de-morgan: 11170000,11494000,
rare_rewrite_bool-double-not-elim: 134000,136000,158000,

