1; Draft.Scratch_smt_check_7_12264; 2026-04-10 13:48:00.681;
bind: 417000,376000,413000,369000,
cong: 190000,217000,201000,161000,119000,116000,188000,270000,208000,167000,121000,
trans: 336000,358000,374000,360000,220000,204000,342000,353000,377000,352000,211000,
or_pos: 339000,
implies: 364000,
parsing: 4437000,
subproof: 2302000,
poly_simp: 2790000,2981000,2597000,
equiv_pos2: 230000,98000,228000,
reordering: 454000,
resolution: 249000,400000,301000,312000,536000,529000,340000,417000,
contraction: 502000,
forall_inst: 984000,
implies_neg1: 568000,
implies_neg2: 489000,
__local_input: 174000,
poly_simp_rel: 1270000,1085000,1085000,
connective_def: 455000,460000,
__normalized_input: 4954000,5692000,4892000,
rare_rewrite_arith-elim-lt: 6418000,6666000,6365000,
rare_rewrite_bool-and-de-morgan: 6820000,6589000,
rare_rewrite_bool-double-not-elim: 341000,227000,356000,230000,

