0.sledgehammer initialize Params for sledgehammer: {abduce = SOME 0, cache_dir = NONE, compress = NONE, debug = false, expect =
0.sledgehammer initialize  "", fact_filter = NONE, fact_thresholds = (0.45, 0.85), falsify =
0.sledgehammer initialize  SOME false, induction_rules = NONE, instantiate = NONE, isar_proofs = NONE,
0.sledgehammer initialize  lam_trans = NONE, learn = true, max_facts = NONE, max_mono_iters = NONE,
0.sledgehammer initialize  max_new_mono_instances = NONE, max_proofs = 4, minimize = true, overlord =
0.sledgehammer initialize  false, preplay_provers = [], preplay_timeout = 1.000, provers =
0.sledgehammer initialize  ["cvc5_proof"], slices = 96, smt_proofs = true, spy = false, strict =
0.sledgehammer initialize  false, timeout = 30.000, try0 = true, type_enc = NONE, uncurried_aliases =
0.sledgehammer initialize  NONE, verbose = false}
0.sledgehammer initialize Params for sledgehammer: {abduce = SOME 0, cache_dir = NONE, compress = NONE, debug = false, expect =
0.sledgehammer initialize  "", fact_filter = NONE, fact_thresholds = (0.45, 0.85), falsify =
0.sledgehammer initialize  SOME false, induction_rules = NONE, instantiate = NONE, isar_proofs = NONE,
0.sledgehammer initialize  lam_trans = NONE, learn = true, max_facts = NONE, max_mono_iters = NONE,
0.sledgehammer initialize  max_new_mono_instances = NONE, max_proofs = 4, minimize = true, overlord =
0.sledgehammer initialize  false, preplay_provers = [], preplay_timeout = 1.000, provers =
0.sledgehammer initialize  ["cvc5_proof"], slices = 96, smt_proofs = true, spy = false, strict =
0.sledgehammer initialize  false, timeout = 30.000, try0 = true, type_enc = NONE, uncurried_aliases =
0.sledgehammer initialize  NONE, verbose = false}
0.sledgehammer initialize Params for sledgehammer: {abduce = SOME 0, cache_dir = NONE, compress = NONE, debug = false, expect =
0.sledgehammer initialize  "", fact_filter = NONE, fact_thresholds = (0.45, 0.85), falsify =
0.sledgehammer initialize  SOME false, induction_rules = NONE, instantiate = NONE, isar_proofs = NONE,
0.sledgehammer initialize  lam_trans = NONE, learn = true, max_facts = NONE, max_mono_iters = NONE,
0.sledgehammer initialize  max_new_mono_instances = NONE, max_proofs = 4, minimize = true, overlord =
0.sledgehammer initialize  false, preplay_provers = [], preplay_timeout = 1.000, provers =
0.sledgehammer initialize  ["cvc5_proof"], slices = 96, smt_proofs = true, spy = false, strict =
0.sledgehammer initialize  false, timeout = 30.000, try0 = true, type_enc = NONE, uncurried_aliases =
0.sledgehammer initialize  NONE, verbose = false}
0.sledgehammer initialize Params for sledgehammer: {abduce = SOME 0, cache_dir = NONE, compress = NONE, debug = true, expect =
0.sledgehammer initialize  "", fact_filter = NONE, fact_thresholds = (0.45, 0.85), falsify =
0.sledgehammer initialize  SOME false, induction_rules = NONE, instantiate = NONE, isar_proofs = NONE,
0.sledgehammer initialize  lam_trans = NONE, learn = true, max_facts = NONE, max_mono_iters = NONE,
0.sledgehammer initialize  max_new_mono_instances = NONE, max_proofs = 4, minimize = true, overlord =
0.sledgehammer initialize  false, preplay_provers = [], preplay_timeout = 1.000, provers =
0.sledgehammer initialize  ["cvc5_proof"], slices = 96, smt_proofs = true, spy = false, strict =
0.sledgehammer initialize  false, timeout = 30.000, try0 = true, type_enc = NONE, uncurried_aliases =
0.sledgehammer initialize  NONE, verbose = true}
0.sledgehammer initialize Params for sledgehammer: {abduce = SOME 0, cache_dir = NONE, compress = NONE, debug = true, expect =
0.sledgehammer initialize  "", fact_filter = NONE, fact_thresholds = (0.45, 0.85), falsify =
0.sledgehammer initialize  SOME false, induction_rules = NONE, instantiate = NONE, isar_proofs = NONE,
0.sledgehammer initialize  lam_trans = NONE, learn = true, max_facts = NONE, max_mono_iters = NONE,
0.sledgehammer initialize  max_new_mono_instances = NONE, max_proofs = 4, minimize = true, overlord =
0.sledgehammer initialize  false, preplay_provers = [], preplay_timeout = 1.000, provers =
0.sledgehammer initialize  ["cvc5_proof"], slices = 96, smt_proofs = true, spy = false, strict =
0.sledgehammer initialize  false, timeout = 30.000, try0 = true, type_enc = NONE, uncurried_aliases =
0.sledgehammer initialize  NONE, verbose = true}
0.sledgehammer initialize Params for sledgehammer: {abduce = SOME 0, cache_dir = NONE, compress = NONE, debug = true, expect =
0.sledgehammer initialize  "", fact_filter = NONE, fact_thresholds = (0.45, 0.85), falsify =
0.sledgehammer initialize  SOME false, induction_rules = NONE, instantiate = NONE, isar_proofs = NONE,
0.sledgehammer initialize  lam_trans = NONE, learn = true, max_facts = NONE, max_mono_iters = NONE,
0.sledgehammer initialize  max_new_mono_instances = NONE, max_proofs = 4, minimize = true, overlord =
0.sledgehammer initialize  false, preplay_provers = [], preplay_timeout = 1.000, provers =
0.sledgehammer initialize  ["cvc5_proof"], slices = 96, smt_proofs = true, spy = false, strict =
0.sledgehammer initialize  false, timeout = 30.000, try0 = true, type_enc = NONE, uncurried_aliases =
0.sledgehammer initialize  NONE, verbose = true}
0.sledgehammer initialize Params for sledgehammer: {abduce = SOME 0, cache_dir = NONE, compress = NONE, debug = true, expect =
0.sledgehammer initialize  "", fact_filter = NONE, fact_thresholds = (0.45, 0.85), falsify =
0.sledgehammer initialize  SOME false, induction_rules = NONE, instantiate = NONE, isar_proofs = NONE,
0.sledgehammer initialize  lam_trans = NONE, learn = true, max_facts = NONE, max_mono_iters = NONE,
0.sledgehammer initialize  max_new_mono_instances = NONE, max_proofs = 4, minimize = true, overlord =
0.sledgehammer initialize  false, preplay_provers = [], preplay_timeout = 1.000, provers =
0.sledgehammer initialize  ["cvc5_proof"], slices = 96, smt_proofs = true, spy = false, strict =
0.sledgehammer initialize  false, timeout = 30.000, try0 = true, type_enc = NONE, uncurried_aliases =
0.sledgehammer initialize  NONE, verbose = true}
0.sledgehammer goal.by        34501ms HOL-Library.AList 29:760  timeout (SH 34500ms): Timed out
0.sledgehammer goal.by         4971ms HOL-Library.AList 32:881  some (SH 4971ms, ATP 2083ms): Try this: by (simp add: update_conv') (10 ms)
0.sledgehammer goal.by        34410ms HOL-Library.AList 35:979  some (SH 34410ms, ATP 1400ms): Try this: by (metis Un_insert_left dom_map_of_conv_image_fst fst_conv fun_upd_apply image_insert list.set(2) map_of.simps(2) sup_bot_left update.simps(1) update_conv') (143 ms)
0.sledgehammer goal.by        34781ms HOL-Library.AList 40:1119  timeout (SH 34781ms): Timed out
0.sledgehammer goal.using     34613ms HOL-Library.AList 45:1248  timeout (SH 34613ms): Timed out
0.sledgehammer goal.by        33073ms HOL-Library.AList 45:1260  timeout (SH 33073ms): Timed out
0.sledgehammer goal.by        33980ms HOL-Library.AList 49:1383  timeout (SH 33980ms): Timed out
0.sledgehammer goal.by        34087ms HOL-Library.AList 52:1469  timeout (SH 34087ms): Timed out
0.sledgehammer goal.by        22516ms HOL-Library.AList 55:1543  some (SH 22515ms, ATP 191ms): Try this: by (metis fun_upd_apply list.discI update.simps(1) update_conv' update_triv) (39 ms)
0.sledgehammer goal.proof     14886ms HOL-Library.AList 58:1625  some (SH 14886ms, ATP 992ms): Try this: by (metis fun_upd_apply option.inject update_conv') (15 ms)
0.sledgehammer goal.by        22951ms HOL-Library.AList 61:1691  some (SH 22951ms, ATP 236ms): Try this: by (metis fun_upd_apply option.inject update_conv') (14 ms)
0.sledgehammer goal.by        21507ms HOL-Library.AList 65:1772  some (SH 21507ms, ATP 578ms): Try this: by (metis fun_upd_apply option.inject update_conv') (16 ms)
0.sledgehammer goal.by        33793ms HOL-Library.AList 69:1893  timeout (SH 33793ms): Timed out
0.sledgehammer goal.by        118304ms HOL-Library.AList 77:2211  some (SH 118304ms, ATP 471ms): Try this: by (simp add: fun_upd_twist update_conv') (3 ms)
0.sledgehammer goal.by         5194ms HOL-Library.AList 82:2368  some (SH 5194ms, ATP 579ms): Try this: by (simp add: update_conv) (32 ms)
0.sledgehammer goal.by         7481ms HOL-Library.AList 85:2499  some (SH 7480ms, ATP 519ms): Try this: by (metis image_map_upd update_conv') (44 ms)
0.sledgehammer goal.by        32214ms HOL-Library.AList 95:2841  timeout (SH 32214ms): Timed out
0.sledgehammer goal.by        35982ms HOL-Library.AList 100:3001  some (SH 35982ms, ATP 453ms): Try this: by (metis list.exhaust list.simps(4,5) updates_simps(2,3)) (398 ms)
0.sledgehammer goal.proof     32964ms HOL-Library.AList 103:3097  timeout (SH 32964ms): Timed out
0.sledgehammer goal.by        33966ms HOL-Library.AList 106:3219  timeout (SH 33966ms): Timed out
0.sledgehammer goal.by        34289ms HOL-Library.AList 108:3307  timeout (SH 34289ms): Timed out
0.sledgehammer goal.by         3300ms HOL-Library.AList 112:3482  some (SH 3300ms, ATP 539ms): Try this: by (simp add: updates_conv') (4 ms)
0.sledgehammer goal.proof     34175ms HOL-Library.AList 117:3618  timeout (SH 34175ms): Timed out
0.sledgehammer goal.by        32719ms HOL-Library.AList 121:3744  timeout (SH 32719ms): Timed out
0.sledgehammer goal.by        34230ms HOL-Library.AList 124:3970  timeout (SH 34230ms): Timed out
0.sledgehammer goal.by        23580ms HOL-Library.AList 126:4081  some (SH 23580ms, ATP 686ms): Try this: by (metis (no_types, lifting) AList.updates_def comp_eq_dest) (95 ms)
0.sledgehammer goal.by        32737ms HOL-Library.AList 131:4247  timeout (SH 32737ms): Timed out
0.sledgehammer goal.by        33040ms HOL-Library.AList 136:4426  timeout (SH 33040ms): Timed out
0.sledgehammer goal.by         5631ms HOL-Library.AList 144:4697  some (SH 5631ms, ATP 753ms): Try this: by (simp add: map_upd_upds_conv_if update_conv' updates_conv') (48 ms)
0.sledgehammer goal.by        155706ms HOL-Library.AList 149:4892  timeout (SH 155706ms):
0.sledgehammer goal.by         4351ms HOL-Library.AList 153:5030  some (SH 4351ms, ATP 510ms): Try this: by (simp add: updates_conv) (2 ms)
0.sledgehammer goal.by        35908ms HOL-Library.AList 157:5162  timeout (SH 35908ms): Timed out
0.sledgehammer goal.by        34301ms HOL-Library.AList 161:5325  timeout (SH 34301ms): Timed out
0.sledgehammer goal.by        30682ms HOL-Library.AList 172:5674  some (SH 30682ms, ATP 314ms): Try this: apply (simp add: delete_eq) (0.8 ms)
0.sledgehammer goal.by        31938ms HOL-Library.AList 175:5775  timeout (SH 31937ms): Timed out
0.sledgehammer goal.by         5009ms HOL-Library.AList 178:5900  some (SH 5009ms, ATP 1186ms): Try this: by (simp add: delete_conv') (12 ms)
0.sledgehammer goal.by        32590ms HOL-Library.AList 181:6001  timeout (SH 32590ms): Timed out
0.sledgehammer goal.using      7963ms HOL-Library.AList 186:6183  some (SH 7963ms, ATP 588ms): Try this: by (simp add: AList.delete_eq assms distinct_map_filter) (7 ms)
0.sledgehammer goal.by         6119ms HOL-Library.AList 186:6195  some (SH 6118ms, ATP 861ms): Try this: by (simp add: delete_keys distinct_removeAll) (14 ms)
0.sledgehammer goal.by        35671ms HOL-Library.AList 189:6306  timeout (SH 35671ms): Timed out
0.sledgehammer goal.by        35953ms HOL-Library.AList 192:6422  some (SH 35952ms, ATP 843ms): Try this: by (metis delete_conv' delete_id fun_upd_apply map_of_eq_None_iff) (42 ms)
0.sledgehammer goal.by         4719ms HOL-Library.AList 195:6528  some (SH 4718ms, ATP 863ms): Try this: by (simp add: delete_conv) (21 ms)
