1; Draft.Scratch_smt_check_7_177; 2026-04-10 13:47:35.108;
bind: 202000,313000,268000,571000,
cong: 73000,63000,130000,132000,155000,149000,144000,288000,239000,
symm: 119000,206000,
false: 13000,
trans: 180000,181000,191000,184000,
choice: 41000,94000,
equiv2: 114000,308000,
or_neg: 188000,205000,163000,179000,203000,180000,288000,
not_not: 274000,
parsing: 14679000,
evaluate: 560000,
equiv_pos2: 86000,209000,170000,100000,139000,134000,282000,290000,74000,
reordering: 244000,414000,233000,
resolution: 139000,184000,198000,185000,202000,245000,246000,184000,325000,262000,263000,354000,196000,291000,361000,347000,332000,371000,409000,568000,628000,463000,
sko_forall: 1351000,3074000,
contraction: 286000,273000,
forall_inst: 1442000,782000,1425000,991000,
connective_def: 237000,
equiv_simplify: 209000,488000,
__normalized_input: 17776000,9458000,1986000,1915000,1409000,
rare_rewrite_eq-symm: 136000,
rare_rewrite_bool-impl-elim: 13256000,
rare_rewrite_bool-and-de-morgan: 7212000,
rare_rewrite_bool-double-not-elim: 168000,142000,

