1; Draft.Scratch_smt_check_7_29274; 2026-04-10 13:49:54.039;
bind: 405000,378000,407000,456000,747000,
cong: 290000,200000,313000,431000,336000,
refl: 34000,42000,
trans: 348000,382000,301000,341000,366000,383000,355000,387000,582000,
parsing: 11723000,
aci_simp: 1315000,1341000,
poly_simp: 2253000,3803000,
equiv_pos2: 239000,526000,
resolution: 179000,402000,318000,448000,
poly_simp_rel: 1329000,2480000,
connective_def: 468000,
miniscope_split: 516000,
__normalized_input: 2128000,2161000,1403000,
rare_rewrite_arith-elim-leq: 8038000,13296000,
rare_rewrite_bool-impl-elim: 27813000,
rare_rewrite_bool-and-de-morgan: 7605000,7445000,

