1; Draft.Scratch_smt_check_7_11149; 2026-04-10 13:48:49.214;
bind: 360000,385000,362000,395000,
cong: 134000,74000,37000,76000,102000,83000,53000,65000,94000,77000,46000,51000,60000,89000,65000,132000,73000,37000,80000,105000,89000,49000,60000,
refl: 20000,16000,25000,25000,20000,
symm: 91000,98000,
trans: 305000,300000,
or_pos: 300000,
implies: 267000,
parsing: 8548000,
subproof: 1731000,
equiv_pos2: 219000,77000,59000,392000,
reordering: 328000,
resolution: 270000,351000,238000,231000,267000,422000,430000,287000,342000,
contraction: 410000,
forall_inst: 1596000,
implies_neg1: 757000,
implies_neg2: 356000,
__local_input: 236000,
__normalized_input: 18947000,13012000,1729000,1551000,1380000,
rare_rewrite_bool-impl-elim: 7002000,21904000,

