1; Draft.Scratch_smt_check_7_23008; 2026-04-10 13:45:49.694;
bind: 129000,603000,571000,1190000,351000,
cong: 312000,89000,124000,227000,135000,141000,296000,164000,147000,
refl: 47000,59000,76000,
trans: 437000,117000,412000,294000,321000,203000,205000,234000,357000,
equiv1: 185000,
or_pos: 746000,
implies: 267000,
parsing: 20043000,
aci_simp: 1242000,1025000,1830000,2014000,
subproof: 2036000,
equiv_pos2: 84000,64000,834000,151000,
reordering: 1006000,
resolution: 152000,198000,327000,485000,394000,273000,281000,488000,470000,303000,369000,
contraction: 449000,
forall_inst: 1764000,1231000,
implies_neg1: 529000,
implies_neg2: 414000,
__local_input: 108000,
__normalized_input: 5479000,3726000,2646000,1914000,1679000,839000,958000,
rare_rewrite_eq-symm: 109000,92000,287000,187000,
rare_rewrite_bool-impl-elim: 11952000,
rare_rewrite_bool-and-de-morgan: 6220000,26190000,11722000,
rare_rewrite_bool-double-not-elim: 118000,

