1; Draft.Scratch_smt_check_7_29576; 2026-04-10 13:47:09.362;
bind: 288000,336000,285000,242000,353000,
cong: 95000,122000,106000,139000,196000,197000,181000,385000,
refl: 123000,73000,70000,
symm: 199000,
trans: 265000,240000,247000,253000,212000,165000,176000,
choice: 78000,
or_neg: 134000,289000,262000,209000,314000,327000,394000,
or_pos: 414000,
parsing: 11913000,
qnt_join: 287000,
equiv_pos2: 13359000,206000,195000,185000,103000,372000,
reordering: 321000,577000,484000,
resolution: 236000,176000,175000,217000,291000,308000,259000,587000,449000,385000,476000,672000,793000,
sko_forall: 1968000,
contraction: 389000,649000,
forall_inst: 774000,1459000,
connective_def: 329000,
miniscope_split: 337000,
__normalized_input: 13212000,10829000,793000,1041000,
rare_rewrite_bool-impl-elim: 6780000,11968000,
rare_rewrite_bool-and-de-morgan: 6556000,
rare_rewrite_bool-double-not-elim: 164000,160000,255000,

