1; Draft.Scratch_smt_check_7_9365; 2026-04-10 13:49:24.690;
bind: 490000,500000,652000,500000,432000,
cong: 281000,261000,289000,239000,214000,222000,
refl: 207000,54000,137000,150000,120000,
symm: 326000,
trans: 442000,484000,439000,490000,451000,375000,474000,419000,517000,601000,388000,396000,374000,363000,
equiv1: 413000,
or_pos: 571000,
parsing: 11142000,
aci_simp: 2189000,3226000,2635000,2019000,2493000,
equiv_pos2: 75000,255000,351000,
reordering: 683000,
resolution: 464000,411000,560000,607000,691000,798000,
forall_inst: 2039000,
connective_def: 448000,
miniscope_split: 677000,
__normalized_input: 1009000,1893000,1807000,1856000,
rare_rewrite_bool-eq-false: 22116000,
rare_rewrite_bool-impl-elim: 19457000,17972000,
rare_rewrite_bool-and-de-morgan: 17192000,17528000,12403000,14783000,

